This is a record of the ancestors of Jesus the Messiah , a descendant of David and of Abraham : ||| Das Buch der Geschichte Jesu Christi , des Sohnes Davids , des Sohnes Abrahams :
Get rid of all bitterness , rage , anger , harsh words , and slander , as well as all types of evil behavior . ||| Möge alle boshafte Bitterkeit und Wut und Zorn und Geschrei und lästerliches Reden samt aller Schlechtigkeit von euch entfernt werden .
Instead , be kind to each other , tenderhearted , forgiving one another , just as God through Christ has forgiven you . ||| Werdet aber gütig zueinander , voll zarten Erbarmens , einander bereitwillig vergebend , so wie auch Gott euch durch Christus bereitwillig vergeben hat .
Imitate God , therefore , in everything you do , because you are his dear children . ||| Darum werdet Nachahmer Gottes als geliebte Kinder ,
Live a life filled with love , following the example of Christ . He loved us and offered himself as a sacrifice for us , a pleasing aroma to God . ||| und wandelt weiterhin in [ der ] Liebe , so wie auch der Christus euch geliebt und sich selbst als eine Opfergabe und ein Schlachtopfer für Gott zu einem lieblichen Wohlgeruch für euch dahingegeben hat .
Let there be no sexual immorality , impurity , or greed among you . Such sins have no place among God’s people . ||| Hurerei und jede Art Unreinheit oder Habgier sollen unter euch nicht einmal erwähnt werden , so wie es sich für Heilige geziemt ,
Obscene stories , foolish talk , and coarse jokesthese are not for you . Instead , let there be thankfulness to God . ||| auch kein schändliches Benehmen noch törichtes Reden , noch unzüchtige Späße , Dinge , die sich nicht schicken , sondern vielmehr Danksagung .
You can be sure that no immoral , impure , or greedy person will inherit the Kingdom of Christ and of God . For a greedy person is an idolater , worshiping the things of this world . ||| Denn das wißt ihr , indem ihr es selbst erkennt , daß kein Hurer oder Unreiner oder Habgieriger — das heißt ein Götzendiener — irgendein Erbe im Königreich des Christus und Gottes hat .
Don’t be fooled by those who try to excuse these sins , for the anger of God will fall on all who disobey him . ||| Laßt euch von niemandem mit leeren Worten betrügen , denn wegen der vorhin erwähnten Dinge kommt der Zorn Gottes über die Söhne des Ungehorsams .
Don’t participate in the things these people do . ||| Werdet daher nicht ihre Mitgenossen ;
For once you were full of darkness , but now you have light from the Lord . So live as people of light ! ||| denn einst wart ihr Finsternis , jetzt aber seid ihr Licht in Verbindung mit [ dem ] Herrn . Fahrt fort , als Kinder des Lichts zu wandeln ,
For this light within you produces only what is good and right and true . ||| denn die Frucht des Lichts besteht aus jeder Art von Güte und Gerechtigkeit und Wahrheit .
Carefully determine what pleases the Lord . ||| Vergewissert euch fortwährend dessen , was für den Herrn annehmbar ist ,
Take no part in the worthless deeds of evil and darkness ; instead , expose them . ||| und habt nicht mehr mit [ ihnen ] teil an den unfruchtbaren Werken , die zur Finsternis gehören , sondern rügt [ sie ] vielmehr ,
It is shameful even to talk about the things that ungodly people do in secret . ||| denn was von ihnen im verborgenen geschieht , ist schändlich auch [ nur ] zu sagen .
But their evil intentions will be exposed when the light shines on them , ||| Nun werden alle Dinge , die gerügt werden , durch das Licht offenbar gemacht , denn alles , was offenbar gemacht wird , ist Licht .
for the light makes everything visible . This is why it is said , “ Awake , O sleeper , rise up from the dead , and Christ will give you light . ” ||| Daher sagt er : „ Erwache , du Schläfer , und steh auf von den Toten , und der Christus wird dir leuchten . “
So be careful how you live . Don’t live like fools , but like those who are wise . ||| So wacht denn streng darüber , wie ihr wandelt , nicht als Unweise , sondern als Weise ,
Make the most of every opportunity in these evil days . ||| indem ihr die gelegene Zeit für euch auskauft , weil die Tage böse sind .
Don’t act thoughtlessly , but understand what the Lord wants you to do . ||| Deshalb hört auf , unvernünftig zu werden , sondern nehmt weiterhin wahr , was der Wille Jehovas ist .
Don’t be drunk with wine , because that will ruin your life . Instead , be filled with the Holy Spirit , ||| Auch berauscht euch nicht mit Wein , worin Ausschweifung ist , sondern werdet fortwährend mit Geist erfüllt ,
singing psalms and hymns and spiritual songs among yourselves , and making music to the Lord in your hearts . ||| und redet zueinander mit Psalmen und Lobpreisungen Gottes und geist [ erfüllten ] Liedern , und singt und spielt dabei Jehova in eurem Herzen ,
And give thanks for everything to God the Father in the name of our Lord Jesus Christ . ||| indem ihr allezeit unserem Gott und Vater im Namen unseres Herrn Jesus Christus für alle Dinge Dank sagt .
And further , submit to one another out of reverence for Christ . ||| Seid einander untertan in der Furcht Christi .
For wives , this means submit to your husbands as to the Lord . ||| Die Frauen seien ihren Männern untertan wie dem Herrn ,
For a husband is the head of his wife as Christ is the head of the church . He is the Savior of his body , the church . ||| denn ein Mann ist [ das ] Haupt seiner Frau , wie der Christus auch [ das ] Haupt der Versammlung ist , er , [ der ] Retter [ dieses ] Leibes .
As the church submits to Christ , so you wives should submit to your husbands in everything . ||| In der Tat , wie die Versammlung dem Christus untertan ist , so seien es auch die Frauen ihren Männern in allem .
For husbands , this means love your wives , just as Christ loved the church . He gave up his life for her ||| [ Ihr ] Männer , liebt eure Frauen weiterhin , so wie auch der Christus die Versammlung geliebt und sich für sie dahingegeben hat ,
to make her holy and clean , washed by the cleansing of God’s word . ||| damit er sie heilige , indem er sie mit dem Wasserbad durch das Wort reinige ,
He did this to present her to himself as a glorious church without a spot or wrinkle or any other blemish . Instead , she will be holy and without fault . ||| so daß er die Versammlung sich selbst in ihrer Pracht darstelle , ohne daß sie einen Flecken oder eine Runzel oder etwas dergleichen habe , sondern daß sie heilig und ohne Makel sei .
In the same way , husbands ought to love their wives as they love their own bodies . For a man who loves his wife actually shows love for himself . ||| Ebenso sind die Männer verpflichtet , ihre Frauen zu lieben wie ihre eigenen Leiber . Wer seine Frau liebt , liebt sich selbst ,
No one hates his own body but feeds and cares for it , just as Christ cares for the church . ||| denn kein Mensch hat je sein eigenes Fleisch gehaßt , sondern er nährt und pflegt es wie auch der Christus die Versammlung ,
And we are members of his body . ||| denn wir sind Glieder seines Leibes .
As the Scriptures say , “ A man leaves his father and mother and is joined to his wife , and the two are united into one . ” ||| „ Darum wird ein Mann [ seinen ] Vater und [ seine ] Mutter verlassen , und er wird fest zu seiner Frau halten , und die zwei werden ein Fleisch werden . “
This is a great mystery , but it is an illustration of the way Christ and the church are one . ||| Dieses heilige Geheimnis ist groß . Ich rede nun im Hinblick auf Christus und die Versammlung .
So again I say , each man must love his wife as he loves himself , and the wife must respect her husband . ||| Nichtsdestoweniger liebe auch jeder einzelne von euch seine Frau so wie sich selbst ; andererseits sollte die Frau tiefen Respekt vor ihrem Mann haben .
Children , obey your parents because you belong to the Lord , for this is the right thing to do . ||| Ihr Kinder , gehorcht euren Eltern in Gemeinschaft mit [ dem ] Herrn , denn das ist gerecht :
“ Honor your father and mother . ” This is the first commandment with a promise : ||| „ Ehre deinen Vater und [ deine ] Mutter “ , welches das erste Gebot mit einer Verheißung ist :
If you honor your father and mother , “ things will go well for you , and you will have a long life on the earth . ” ||| „ Damit es dir gutgeht und du lange Zeit auf der Erde bleibst . “
Fathers , do not provoke your children to anger by the way you treat them . Rather , bring them up with the discipline and instruction that comes from the Lord . ||| Und ihr , Väter , reizt eure Kinder nicht zum Zorn , sondern zieht sie weiterhin auf in der Zucht und in der ernsten Ermahnung Jehovas .
Slaves , obey your earthly masters with deep respect and fear . Serve them sincerely as you would serve Christ . ||| Ihr Sklaven , gehorcht denen , die [ eure ] Herren nach dem Fleische sind , mit Furcht und Zittern , in der Aufrichtigkeit eures Herzens , als dem Christus ,
Try to please them all the time , not just when they are watching you . As slaves of Christ , do the will of God with all your heart . ||| nicht mit Augendienerei als Menschengefällige , sondern als Sklaven Christi , die den Willen Gottes mit ganzer Seele tun .
Work with enthusiasm , as though you were working for the Lord rather than for people . ||| Dient als Sklaven mit guten Neigungen als für Jehova und nicht für Menschen ,
Remember that the Lord will reward each one of us for the good we do , whether we are slaves or free . ||| denn ihr wißt , daß jeder , was immer er Gutes tun mag , dies von Jehova zurückerhalten wird , ob er Sklave sei oder Freier .
Masters , treat your slaves in the same way . Don’t threaten them ; remember , you both have the same Master in heaven , and he has no favorites . ||| Auch ihr Herren , fahrt fort , ihnen gegenüber dieselben Dinge zu tun , und laßt das Drohen , denn ihr wißt , daß sowohl ihr als auch euer Herr in den Himmeln ist , und bei ihm gibt es keine Parteilichkeit .
A final word : Be strong in the Lord and in his mighty power . ||| Schließlich erwerbt euch weiterhin Kraft im Herrn und in der Macht seiner Stärke .
Put on all of God’s armor so that you will be able to stand firm against all strategies of the devil . ||| Legt die vollständige Waffenrüstung Gottes an , damit ihr gegen die Machenschaften des Teufels standhalten könnt ;
For we are not fighting against flesh-and-blood enemies , but against evil rulers and authorities of the unseen world , against mighty powers in this dark world , and against evil spirits in the heavenly places . ||| denn unser Ringen geht nicht gegen Blut und Fleisch , sondern gegen die Regierungen , gegen die Gewalten , gegen die Weltbeherrscher dieser Finsternis , gegen die bösen Geistermächte in den himmlischen Örtern .
Therefore , put on every piece of God’s armor so you will be able to resist the enemy in the time of evil . Then after the battle you will still be standing firm . ||| Darum nehmt die vollständige Waffenrüstung Gottes , damit ihr an dem bösen Tag widerstehen und , nachdem ihr alle Dinge gründlich getan habt , standhalten könnt .
Stand your ground , putting on the belt of truth and the body armor of God’s righteousness . ||| Steht daher fest , eure Lenden umgürtet mit Wahrheit und angetan mit dem Brustpanzer der Gerechtigkeit
For shoes , put on the peace that comes from the Good News so that you will be fully prepared . ||| und eure Füße beschuht mit der Ausrüstung der guten Botschaft des Friedens .
In addition to all of these , hold up the shield of faith to stop the fiery arrows of the devil . ||| Vor allem nehmt den großen Schild des Glaubens , mit dem ihr alle brennenden Geschosse dessen , der böse ist , auslöschen könnt .
Put on salvation as your helmet , and take the sword of the Spirit , which is the word of God . ||| Auch nehmt den Helm der Rettung und das Schwert des Geistes , das ist Gottes Wort , entgegen ,
Pray in the Spirit at all times and on every occasion . Stay alert and be persistent in your prayers for all believers everywhere . ||| während ihr fortfahrt , mit jeder Art von Gebet und Flehen bei jeder Gelegenheit im Geist zu beten . Und hierzu bleibt wach mit aller Beharrlichkeit und mit Flehen für alle Heiligen ,
And pray for me , too . Ask God to give me the right words so I can boldly explain God’s mysterious plan that the Good News is for Jews and Gentiles alike . ||| auch für mich , daß mir beim Auftun meines Mundes die Fähigkeit zu reden gegeben werde , um mit Freimut der Rede das heilige Geheimnis der guten Botschaft bekanntzumachen ,
I am in chains now , still preaching this message as God’s ambassador . So pray that I will keep on speaking boldly for him , as I should . ||| für die ich als ein Gesandter in Ketten diene , damit ich in Verbindung damit freimütig rede , wie ich zu reden verpflichtet bin .
To bring you up to date , Tychicus will give you a full report about what I am doing and how I am getting along . He is a beloved brother and faithful helper in the Lord’s work . ||| Damit ihr nun auch über meine Angelegenheiten Bescheid wißt , darüber , wie es mir geht , wird Tỵchikus , ein geliebter Bruder und treuer Diener im Herrn , euch alles bekanntgeben .
I have sent him to you for this very purposeto let you know how we are doing and to encourage you . ||| Ich sende ihn gerade zu diesem Zweck zu euch , damit ihr von den Dingen Kenntnis erhaltet , die uns betreffen , und damit er eure Herzen tröste .
Peace be with you , dear brothers and sisters , and may God the Father and the Lord Jesus Christ give you love with faithfulness . ||| Friede sei den Brüdern und Liebe mit Glauben von Gott , dem Vater , und dem Herrn Jesus Christus .
May God’s grace be eternally upon all who love our Lord Jesus Christ . ||| Die unverdiente Güte sei mit allen , die unseren Herrn Jesus Christus lieben in Unvergänglichkeit .
This letter is from Paul and Timothy , slaves of Christ Jesus . I am writing to all of God’s holy people in Philippi who belong to Christ Jesus , including the elders and deacons . ||| Paulus und Timọtheus , Sklaven Christi Jesu , an alle Heiligen in Gemeinschaft mit Christus Jesus , die in Philịppi sind , samt den Aufsehern und Dienstamtgehilfen :
May God our Father and the Lord Jesus Christ give you grace and peace . ||| Unverdiente Güte und Friede sei euch von Gott , unserem Vater , und [ dem ] Herrn Jesus Christus .
Every time I think of you , I give thanks to my God . ||| Ich danke meinem Gott allezeit bei jeder Erinnerung an euch ,
Whenever I pray , I make my requests for all of you with joy , ||| in all meinem Flehen für euch alle , wobei ich mein Flehen mit Freuden darbringe ,
for you have been my partners in spreading the Good News about Christ from the time you first heard it until now . ||| wegen des Beitrages zur guten Botschaft , den ihr vom ersten Tag an bis zu diesem Augenblick geleistet habt .
And I am certain that God , who began the good work within you , will continue his work until it is finally finished on the day when Christ Jesus returns . ||| Denn ich habe gerade diesbezüglich die Zuversicht , daß der , der in euch ein gutes Werk angefangen hat , es zur Vollendung bringen wird bis zum Tag Jesu Christi .
So it is right that I should feel as I do about all of you , for you have a special place in my heart . You share with me the special favor of God , both in my imprisonment and in defending and confirming the truth of the Good News . ||| Es ist durchaus recht für mich , dies von euch allen zu denken , weil ich euch im Herzen habe , da ihr alle mit mir Teilhaber seid an der unverdienten Güte , sowohl in meinen Fesseln als auch in der Verteidigung und gesetzlichen Befestigung der guten Botschaft .
God knows how much I love you and long for you with the tender compassion of Christ Jesus . ||| Denn Gott ist mein Zeuge , wie ich mich nach euch allen mit solch inniger Zuneigung sehne , wie [ sie ] Christus Jesus hat .
I pray that your love will overflow more and more , and that you will keep on growing in knowledge and understanding . ||| Und um das bete ich weiterhin , daß eure Liebe noch mehr und mehr überströme mit genauer Erkenntnis und allem Unterscheidungsvermögen ,
For I want you to understand what really matters , so that you may live pure and blameless lives until the day of Christ’s return . ||| damit ihr euch der wichtigeren Dinge vergewissern mögt , um bis zum Tag Christi lauter zu sein und nicht andere zum Straucheln zu bringen ,
May you always be filled with the fruit of your salvationthe righteous character produced in your life by Jesus Christ for this will bring much glory and praise to God . ||| und erfüllt seid mit der Frucht der Gerechtigkeit , die durch Jesus Christus kommt , zur Verherrlichung und zum Lobpreis Gottes .
And I want you to know , my dear brothers and sisters , that everything that has happened to me here has helped to spread the Good News . ||| Nun möchte ich euch wissen lassen , Brüder , daß meine Angelegenheiten eher zur Förderung der guten Botschaft ausgeschlagen sind als zu etwas anderem ,
For everyone here , including the whole palace guard , knows that I am in chains because of Christ . ||| so daß meine Fesseln in Verbindung mit Christus unter der ganzen Prätorianergarde und bei allen übrigen öffentlich bekanntgeworden sind ;
And because of my imprisonment , most of the believers here have gained confidence and boldly speak God’s message without fear . ||| und die meisten der Brüder im Herrn , die zufolge meiner Fesseln Zuversicht gewonnen haben , bekunden um so mehr Mut , das Wort Gottes furchtlos zu reden .
It’s true that some are preaching out of jealousy and rivalry . But others preach about Christ with pure motives . ||| Allerdings predigen einige den Christus aus Neid und Rivalität , andere aber auch aus gutem Willen .
They preach because they love me , for they know I have been appointed to defend the Good News . ||| Die letzteren machen den Christus aus Liebe öffentlich bekannt , denn sie wissen , daß ich zur Verteidigung der guten Botschaft hierhergestellt bin ;
Those others do not have pure motives as they preach about Christ . They preach with selfish ambition , not sincerely , intending to make my chains more painful to me . ||| die ersteren jedoch tun es aus Streitsucht , nicht aus einem reinen Beweggrund , denn sie gedenken , [ mir ] in meinen Fesseln Drangsal zu verursachen .
But that doesn’t matter . Whether their motives are false or genuine , the message about Christ is being preached either way , so I rejoice . And I will continue to rejoice . ||| Was tut es ? [ Nichts , ] außer daß auf jede Weise , ob zum Vorwand oder in Wahrheit , Christus öffentlich bekannt gemacht wird , und darüber freue ich mich . In der Tat , ich will mich auch weiterhin freuen ,
For I know that as you pray for me and the Spirit of Jesus Christ helps me , this will lead to my deliverance . ||| denn ich weiß , daß dies durch euer Flehen und die Darreichung des Geistes Jesu Christi zu meiner Rettung ausschlagen wird ,
For I fully expect and hope that I will never be ashamed , but that I will continue to be bold for Christ , as I have been in the past . And I trust that my life will bring honor to Christ , whether I live or die . ||| in Übereinstimmung mit meiner sehnlichen Erwartung und Hoffnung , daß ich in keiner Hinsicht beschämt werde , sondern daß in allem Freimut der Rede , wie allezeit zuvor , so auch jetzt , Christus durch meinen Leib verherrlicht werde , es sei durch Leben oder durch Tod .
For to me , living means living for Christ , and dying is even better . ||| Denn zu leben ist in meinem Fall Christus und zu sterben Gewinn .
But if I live , I can do more fruitful work for Christ . So I really don’t know which is better . ||| Wenn es nun gilt , im Fleische weiterzuleben , so ist dies für mich eine Frucht der Arbeit — und doch mache ich nicht bekannt , was ich erwählen soll .
I’m torn between two desires : I long to go and be with Christ , which would be far better for me . ||| Ich stehe unter dem Druck dieser beiden Dinge ; was ich aber wirklich begehre , ist die Erlösung und das Zusammensein mit Christus , denn das ist bestimmt weit besser .
But for your sakes , it is better that I continue to live . ||| Doch ist es euretwegen notwendiger , daß ich im Fleische bleibe .
Knowing this , I am convinced that I will remain alive so I can continue to help all of you grow and experience the joy of your faith . ||| Indem ich also dieserhalb zuversichtlich bin , weiß ich , daß ich bleiben und bei euch allen zu eurem Fortschritt und zu der Freude verweilen werde , die [ mit eurem ] Glauben [ verbunden ist ] ,
And when I come to you again , you will have even more reason to take pride in Christ Jesus because of what he is doing through me . ||| damit euer Frohlocken in Christus Jesus meinetwegen durch meine erneute Gegenwart bei euch überströme .
Above all , you must live as citizens of heaven , conducting yourselves in a manner worthy of the Good News about Christ . Then , whether I come and see you again or only hear about you , I will know that you are standing together with one spirit and one purpose , fighting together for the faith , which is the Good News . ||| Nur betragt euch auf eine Weise , die der guten Botschaft über den Christus würdig ist , damit ich , ob ich komme und euch sehe oder abwesend bin , von den Dingen , die euch betreffen , höre , daß ihr feststeht in einem Geist , mit einer Seele Seite an Seite für den Glauben der guten Botschaft streitend ,
Don’t be intimidated in any way by your enemies . This will be a sign to them that they are going to be destroyed , but that you are going to be saved , even by God himself . ||| und euch in keiner Hinsicht von euren Gegnern erschrecken laßt . Gerade das ist für sie ein Beweis der Vernichtung , für euch aber der Rettung ; und dieses [ Anzeichen ] ist von Gott ,
For you have been given not only the privilege of trusting in Christ but also the privilege of suffering for him . ||| denn euch ist um Christi willen das Vorrecht gegeben worden , nicht nur an ihn zu glauben , sondern auch um seinetwillen zu leiden .
We are in this struggle together . You have seen my struggle in the past , and you know that I am still in the midst of it . ||| Denn ihr habt denselben Kampf , wie ihr ihn in meinem Fall gesehen habt und wovon ihr jetzt in bezug auf mich hört .
Is there any encouragement from belonging to Christ ? Any comfort from his love ? Any fellowship together in the Spirit ? Are your hearts tender and compassionate ? ||| Wenn es also irgendeine Ermunterung in Christus gibt , wenn irgendeinen Trost der Liebe , wenn irgendein Teilhaben am Geist , wenn irgendwelche [ Gefühle ] inniger Zuneigung und des Erbarmens ,
Then make me truly happy by agreeing wholeheartedly with each other , loving one another , and working together with one mind and purpose . ||| so macht meine Freude dadurch voll , daß ihr gleichen Sinnes seid und die gleiche Liebe habt und mit vereinter Seele auf das eine bedacht seid ,
Don’t be selfish ; don’t try to impress others . Be humble , thinking of others as better than yourselves . ||| indem ihr nichts aus Streitsucht oder aus Ichsucht tut , sondern in Demut die anderen höher achtet als euch selbst ,
Don’t look out only for your own interests , but take an interest in others , too . ||| indem ihr nicht nur die eigenen Dinge in eurem Interesse im Auge behaltet , sondern auch persönlich Interesse zeigt für die der anderen .
You must have the same attitude that Christ Jesus had . ||| Bewahrt diese Gesinnung in euch , die auch in Christus Jesus war ,
Though he was God , he did not think of equality with God as something to cling to . ||| der , obwohl er in Gottesgestalt existierte , keine gewaltsame Besitzergreifung in Betracht zog , nämlich um Gott gleich zu sein .
Instead , he gave up his divine privileges ; he took the humble position of a slave and was born as a human being . When he appeared in human form , ||| Nein , sondern er entäußerte sich selbst und nahm Sklavengestalt an und wurde den Menschen gleich .
he humbled himself in obedience to God and died a criminal’s death on a cross . ||| Mehr als das , als er in seiner Beschaffenheit als ein Mensch erfunden wurde , erniedrigte er sich selbst und wurde gehorsam bis zum Tod , ja zum Tod an einem Marterpfahl .
Therefore , God elevated him to the place of highest honor and gave him the name above all other names , ||| Gerade aus diesem Grund hat Gott ihn auch zu einer übergeordneten Stellung erhöht und ihm gütigerweise den Namen gegeben , der über jedem [ anderen ] Namen ist ,
that at the name of Jesus every knee should bow , in heaven and on earth and under the earth , ||| so daß sich im Namen Jesu jedes Knie beuge , derer , die im Himmel , und derer , die auf der Erde , und derer , die unter dem Erdboden sind ,
and every tongue confess that Jesus Christ is Lord , to the glory of God the Father . ||| und jede Zunge offen anerkenne , daß Jesus Christus Herr ist zur Verherrlichung Gottes , des Vaters .
Dear friends , you always followed my instructions when I was with you . And now that I am away , it is even more important . Work hard to show the results of your salvation , obeying God with deep reverence and fear . ||| Darum , meine Geliebten , fahrt fort , in der Weise , wie ihr allezeit gehorcht habt , nicht nur während meiner Gegenwart , sondern jetzt noch viel bereitwilliger während meiner Abwesenheit , mit Furcht und Zittern eure eigene Rettung zu bewirken ;
For God is working in you , giving you the desire and the power to do what pleases him . ||| denn Gott ist es , der um [ seines ] Wohlgefallens willen beides in euch wirkt , das Wollen und das Handeln .
Do everything without complaining and arguing , ||| Tut weiterhin alles ohne Murren und Widerreden ,
so that no one can criticize you . Live clean , innocent lives as children of God , shining like bright lights in a world full of crooked and perverse people . ||| so daß ihr euch als untadelig und unschuldig erweist , Kinder Gottes ohne Makel inmitten einer verkehrten und verdrehten Generation , unter der ihr wie Lichtspender in der Welt leuchtet ,
Hold firmly to the word of life ; then , on the day of Christ’s return , I will be proud that I did not run the race in vain and that my work was not useless . ||| indem ihr euch mit festem Griff an das Wort des Lebens klammert , damit ich am Tag Christi Ursache zum Frohlocken habe , daß ich nicht vergeblich gelaufen bin oder vergeblich hart gearbeitet habe .
But I will rejoice even if I lose my life , pouring it out like a liquid offering to God , just like your faithful service is an offering to God . And I want all of you to share that joy . ||| Doch wenn ich auch gleich einem Trankopfer über das Schlachtopfer und den öffentlichen Dienst , wozu der Glaube euch geführt hat , ausgegossen werde , bin ich fröhlich , und ich freue mich mit euch allen .
Yes , you should rejoice , and I will share your joy . ||| Nun seid auch ihr selbst in gleicher Weise fröhlich , und freut euch mit mir .
If the Lord Jesus is willing , I hope to send Timothy to you soon for a visit . Then he can cheer me up by telling me how you are getting along . ||| Ich für meinen Teil hoffe im Herrn Jesus , in kurzem Timọtheus zu euch zu senden , damit ich eine frohe Seele sei , wenn ich über die Dinge Kenntnis erhalte , die euch betreffen .
I have no one else like Timothy , who genuinely cares about your welfare . ||| Denn ich habe sonst niemand , der die gleiche Einstellung hat wie er und sich mit echter Sorge um die euch betreffenden Dinge kümmern wird .
All the others care only for themselves and not for what matters to Jesus Christ . ||| Denn alle anderen suchen ihre eigenen Interessen , nicht diejenigen Christi Jesu .
But you know how Timothy has proved himself . Like a son with his father , he has served with me in preaching the Good News . ||| Doch ihr kennt seine Bewährung , daß er wie ein Kind mit dem Vater mit mir zur Förderung der guten Botschaft wie ein Sklave gedient hat .
I hope to send him to you just as soon as I find out what is going to happen to me here . ||| Das ist also der Mann , den ich zu senden hoffe , sobald ich gesehen habe , wie die Dinge liegen , die mich betreffen .
And I have confidence from the Lord that I myself will come to see you soon . ||| In der Tat , ich habe die Zuversicht im Herrn , daß ich auch selbst in kurzem kommen werde .
Meanwhile , I thought I should send Epaphroditus back to you . He is a true brother , co-worker , and fellow soldier . And he was your messenger to help me in my need . ||| Indes erachte ich es für notwendig , Epaphrodịtus , meinen Bruder und Mitarbeiter und Mitkämpfer , aber euren Abgesandten und persönlichen Diener für meine Bedürfnisse , zu euch zu senden ,
I am sending him because he has been longing to see you , and he was very distressed that you heard he was ill . ||| da er sich sehnt , euch alle zu sehen , und niedergeschlagen ist , weil ihr gehört habt , daß er krank geworden war .
And he certainly was ill ; in fact , he almost died . But God had mercy on himand also on me , so that I would not have one sorrow after another . ||| Ja , er wurde wirklich krank bis nahe an den Tod ; aber Gott hatte Erbarmen mit ihm , in der Tat nicht nur mit ihm , sondern auch mit mir , damit ich nicht Kummer über Kummer hätte .
So I am all the more anxious to send him back to you , for I know you will be glad to see him , and then I will not be so worried about you . ||| Darum sende ich ihn um so eiliger , damit ihr , wenn ihr ihn seht , euch wieder freuen mögt und ich um so mehr von Kummer frei sei .
Welcome him with Christian love and with great joy , and give him the honor that people like him deserve . ||| Heißt ihn daher mit aller Freude auf gewohnte Weise im Herrn willkommen ; und haltet Männer von dieser Art weiterhin wert ,
For he risked his life for the work of Christ , and he was at the point of death while doing for me what you couldn’t do from far away . ||| denn um des Werkes des Herrn willen kam er dem Tod ganz nahe , da er seine Seele Gefahren aussetzte , um völligen Ersatz dafür zu leisten , daß ihr nicht hier wart , um mir persönlich Dienst zu leisten .
Whatever happens , my dear brothers and sisters , rejoice in the Lord . I never get tired of telling you these things , and I do it to safeguard your faith . ||| Schließlich , meine Brüder , freut euch weiterhin im Herrn . Euch dieselben Dinge zu schreiben fällt mir nicht schwer , doch gereicht es euch zur Sicherheit .
Watch out for those dogs , those people who do evil , those mutilators who say you must be circumcised to be saved . ||| Nehmt euch vor den Hunden in acht , nehmt euch vor denen in acht , die Schaden stiften , nehmt euch vor denen in acht , die das Fleisch verstümmeln .
For we who worship by the Spirit of God are the ones who are truly circumcised . We rely on what Christ Jesus has done for us . We put no confidence in human effort , ||| Denn w i r sind die mit der wirklichen Beschneidung , die wir durch Gottes Geist heiligen Dienst leisten und uns in Christus Jesus rühmen und unser Vertrauen nicht auf das Fleisch setzen ,
though I could have confidence in my own effort if anyone could . Indeed , if others have reason for confidence in their own efforts , I have even more ! ||| obschon ich , wenn überhaupt jemand , wohl Gründe habe , auch auf das Fleisch zu vertrauen . Wenn irgendein anderer denkt , er habe Gründe , auf das Fleisch zu vertrauen , ich um so mehr :
I was circumcised when I was eight days old . I am a pure-blooded citizen of Israel and a member of the tribe of Benjamina real Hebrew if there ever was one ! I was a member of the Pharisees , who demand the strictest obedience to the Jewish law . ||| Beschnitten am achten Tag , aus dem Familiengeschlecht Israels , aus dem Stamm Bẹnjamin , ein Hebräer , [ geboren ] von Hebräern ; was [ das ] Gesetz betrifft : ein Pharisäer ;
I was so zealous that I harshly persecuted the church . And as for righteousness , I obeyed the law without fault . ||| was Eifer betrifft : ein Verfolger der Versammlung ; was Gerechtigkeit betrifft , die durch Gesetz kommt : einer , der sich als untadelig erwiesen hat .
I once thought these things were valuable , but now I consider them worthless because of what Christ has done . ||| Doch welche Dinge mir Gewinn waren , diese habe ich um des Christus willen als Verlust betrachtet .
Yes , everything else is worthless when compared with the infinite value of knowing Christ Jesus my Lord . For his sake I have discarded everything else , counting it all as garbage , so that I could gain Christ ||| Ja , tatsächlich betrachte ich überhaupt auch alle Dinge als Verlust wegen des alles übertreffenden Wertes der Erkenntnis Christi Jesu , meines Herrn . Um seinetwillen habe ich den Verlust aller Dinge erlitten , und ich betrachte sie als eine Menge Kehricht , damit ich Christus gewinne
and become one with him . I no longer count on my own righteousness through obeying the law ; rather , I become righteous through faith in Christ . For God’s way of making us right with himself depends on faith . ||| und in Gemeinschaft mit ihm erfunden werde , indem ich nicht meine eigene Gerechtigkeit habe , die aus Gesetz kommt , sondern die , die durch Glauben an Christus kommt , die Gerechtigkeit , die aufgrund des Glaubens aus Gott stammt ,
I want to know Christ and experience the mighty power that raised him from the dead . I want to suffer with him , sharing in his death , ||| um ihn zu erkennen und die Kraft seiner Auferstehung und [ die ] Teilhaberschaft an seinen Leiden , indem ich mich einem Tod gleich dem seinigen unterziehe ,
so that one way or another I will experience the resurrection from the dead ! ||| [ um zu sehen , ] ob ich auf irgendeine Weise zu der Früh-Auferstehung von den Toten gelangen könnte .
I don’t mean to say that I have already achieved these things or that I have already reached perfection . But I press on to possess that perfection for which Christ Jesus first possessed me . ||| Nicht , daß ich es schon empfangen habe oder schon vollkommen gemacht bin , ich jage [ ihm ] aber nach , um irgendwie das zu ergreifen , wofür auch ich von Christus Jesus ergriffen worden bin .
No , dear brothers and sisters , I have not achieved it , but I focus on this one thing : Forgetting the past and looking forward to what lies ahead , ||| Brüder , ich betrachte mich selbst noch nicht so , als ob ich [ es ] ergriffen habe ; doch da ist eines diesbezüglich : Die Dinge vergessend , die dahinten sind , und mich nach den Dingen ausstreckend , die vor [ mir ] sind ,
I press on to reach the end of the race and receive the heavenly prize for which God , through Christ Jesus , is calling us . ||| jage ich dem Ziel entgegen , dem Preis der Berufung Gottes nach oben durch Christus Jesus .
